Postcode,Population
AL1  1,5513
AL1  2,6595
AL1  3,4225
AL1  4,9908
AL1  5,10340
AL10 0,10046
AL10 8,11121
AL10 9,15135
AL2  1,9613
AL2  2,6198
AL2  3,8055
AL3  4,5627
AL3  5,8929
AL3  6,4329
AL3  7,5403
AL3  8,4490
AL4  0,9412
AL4  8,6581
AL4  9,11579
AL5  1,6158
AL5  2,4728
AL5  3,4711
AL5  4,6522
AL5  5,8458
AL6  0,6506
AL6  9,4841
AL7  1,5825
AL7  2,7477
AL7  3,10227
AL7  4,10738
AL8  6,5934
AL8  7,7465
AL9  5,2107
AL9  6,1443
AL9  7,6973
B1   1,4145
B1   2,2929
B1   3,1003
B10  0,8298
B10  9,17900
B11  1,11818
B11  2,3517
B11  3,17435
B11  4,12433
B12  0,4175
B12  8,8846
B12  9,7966
B13  0,13608
B13  8,7764
B13  9,15857
B14  4,12852
B14  5,11048
B14  6,12279
B14  7,7719
B15  1,2610
B15  2,9783
B15  3,6030
B16  0,10134
B16  8,6829
B16  9,7072
B17  0,8933
B17  8,9220
B17  9,7694
B18  4,6750
B18  5,5188
B18  6,1910
B18  7,2613
B19  1,8916
B19  2,7621
B19  3,3753
B2   4,455
B2   5,165
B20  1,8388
B20  2,10939
B20  3,15143
B21  0,10124
B21  8,9683
B21  9,10858
B23  5,15359
B23  6,11237
B23  7,16753
B24  0,10685
B24  8,8118
B24  9,10389
B25  8,16184
B26  1,11017
B26  2,11584
B26  3,10592
B27  6,9711
B27  7,15400
B28  0,14730
B28  8,7820
B28  9,7821
B29  4,6190
B29  5,10317
B29  6,13750
B29  7,12236
B3   1,2467
B3   2,133
B30  1,10222
B30  2,11650
B30  3,7537
B31  1,11515
B31  2,12211
B31  3,11274
B31  4,10039
B31  5,9869
B32  1,9481
B32  2,12214
B32  3,12076
B32  4,5176
B33  0,10579
B33  8,12070
B33  9,12249
B34  6,11292
B34  7,8251
B35  6,4286
B35  7,5795
B36  0,12840
B36  8,12922
B36  9,9378
B37  5,10076
B37  6,11989
B37  7,14062
B38  0,2106
B38  8,9303
B38  9,10181
B4   6,342
B4   7,4391
B42  1,11096
B42  2,13543
B43  5,11069
B43  6,6613
B43  7,11075
B44  0,15600
B44  8,10132
B44  9,11774
B45  0,7223
B45  8,10723
B45  9,12576
B46  1,7303
B46  2,2171
B46  3,2732
B47  5,6670
B47  6,2789
B48  7,5860
B49  5,4392
B49  6,5909
B5   4,2157
B5   5,873
B5   6,224
B5   7,8860
B50  4,5410
B6   4,1102
B6   5,4436
B6   6,11584
B6   7,2760
B60  1,7778
B60  2,7969
B60  3,9130
B60  4,3384
B61  0,10140
B61  7,5245
B61  8,5867
B61  9,2478
B62  0,6377
B62  8,8132
B62  9,10164
B63  1,5986
B63  2,12244
B63  3,7921
B63  4,10686
B64  5,3781
B64  6,6955
B64  7,5975
B65  0,5965
B65  8,7853
B65  9,10217
B66  1,3690
B66  2,1604
B66  3,7349
B66  4,8926
B67  5,10034
B67  6,10658
B67  7,10035
B68  0,9343
B68  8,9794
B68  9,11792
B69  1,15105
B69  2,5223
B69  3,3589
B69  4,5362
B7   4,3626
B7   5,5014
B70  0,6992
B70  6,6947
B70  7,3073
B70  8,3958
B70  9,7332
B71  1,8640
B71  2,10253
B71  3,8741
B71  4,3700
B72  1,9676
B73  5,13452
B73  6,9604
B74  2,10016
B74  3,11448
B74  4,11368
B75  5,8169
B75  6,8993
B75  7,9822
B76  0,382
B76  1,11802
B76  2,6597
B76  9,3110
B77  1,10836
B77  2,14791
B77  3,8931
B77  4,14359
B77  5,9037
B78  1,10311
B78  2,4427
B78  3,9907
B79  0,3246
B79  7,6185
B79  8,10611
B79  9,2330
B8   1,10688
B8   2,15433
B8   3,16277
B80  7,7138
B9   4,4406
B9   5,20775
B90  1,10673
B90  2,12933
B90  3,10532
B90  4,11728
B91  1,10998
B91  2,11883
B91  3,10656
B92  0,4024
B92  7,12806
B92  8,12567
B92  9,8264
B93  0,3505
B93  8,7869
B93  9,8550
B94  5,3912
B94  6,3548
B95  5,3951
B95  6,1773
B96  6,5129
B97  4,5821
B97  5,16928
B97  6,11119
B98  0,14678
B98  7,20005
B98  8,9527
B98  9,6407
BA1  1,1895
BA1  2,6605
BA1  3,7648
BA1  4,5378
BA1  5,4574
BA1  6,8334
BA1  7,5575
BA1  8,914
BA1  9,250
BA10 0,3780
BA11 1,5048
BA11 2,11057
BA11 3,4998
BA11 4,6355
BA11 5,3462
BA11 6,1894
BA12 0,5722
BA12 6,4333
BA12 7,3102
BA12 8,9089
BA12 9,6578
BA13 2,1317
BA13 3,13020
BA13 4,6112
BA14 0,12604
BA14 6,6004
BA14 7,15351
BA14 8,5874
BA14 9,8842
BA15 1,9251
BA15 2,4034
BA16 0,10512
BA16 9,2673
BA2  0,4629
BA2  1,12995
BA2  2,10594
BA2  3,9480
BA2  4,6347
BA2  5,7300
BA2  6,6190
BA2  7,7253
BA2  8,7740
BA2  9,2044
BA20 1,2197
BA20 2,8789
BA21 3,15269
BA21 4,8999
BA21 5,9726
BA22 7,3923
BA22 8,9065
BA22 9,5379
BA3  2,9911
BA3  3,10527
BA3  4,7640
BA3  5,7019
BA4  4,5216
BA4  5,8391
BA4  6,4365
BA5  1,6133
BA5  2,7333
BA5  3,4262
BA6  8,6509
BA6  9,6505
BA7  7,3552
BA8  0,4199
BA9  8,1500
BA9  9,5822
BB1  1,12455
BB1  2,9281
BB1  3,2814
BB1  4,6699
BB1  5,7859
BB1  6,3496
BB1  7,4417
BB1  8,9923
BB1  9,10341
BB10 1,8911
BB10 2,10564
BB10 3,8077
BB10 4,10297
BB11 2,5261
BB11 3,4138
BB11 4,6133
BB11 5,6936
BB12 0,8179
BB12 6,8625
BB12 7,7249
BB12 8,7979
BB12 9,2966
BB18 5,7796
BB18 6,9575
BB2  1,5748
BB2  2,4496
BB2  3,10029
BB2  4,15352
BB2  5,7148
BB2  6,10548
BB2  7,7269
BB3  0,9407
BB3  1,6463
BB3  2,9507
BB3  3,9511
BB4  4,7556
BB4  5,6072
BB4  6,7881
BB4  7,5939
BB4  8,8772
BB4  9,5639
BB5  0,9810
BB5  1,5000
BB5  2,7772
BB5  3,7999
BB5  4,8944
BB5  5,11641
BB5  6,10615
BB6  7,10920
BB6  8,3901
BB7  1,7675
BB7  2,7257
BB7  3,3101
BB7  4,5136
BB7  9,8882
BB8  0,6130
BB8  7,4681
BB8  8,5148
BB8  9,7337
BB9  0,12325
BB9  5,6427
BB9  6,4841
BB9  7,6800
BB9  8,8206
BB9  9,6494
BD1  1,388
BD1  2,374
BD1  3,1591
BD1  4,759
BD1  5,764
BD10 0,8932
BD10 8,10745
BD10 9,6493
BD11 1,5590
BD11 2,5891
BD12 0,5366
BD12 7,1921
BD12 8,4962
BD12 9,4618
BD13 1,4011
BD13 2,7742
BD13 3,7011
BD13 4,3527
BD13 5,2964
BD14 6,8970
BD15 0,4294
BD15 7,8150
BD15 9,3040
BD16 1,9538
BD16 2,3460
BD16 3,5840
BD16 4,7252
BD17 5,8278
BD17 6,6256
BD17 7,3564
BD18 1,7272
BD18 2,6904
BD18 3,5508
BD18 4,7876
BD19 3,6055
BD19 4,9541
BD19 5,2674
BD19 6,3992
BD2  1,8239
BD2  2,4806
BD2  3,8015
BD2  4,7822
BD20 0,6205
BD20 5,7365
BD20 6,7481
BD20 7,4962
BD20 8,5570
BD20 9,4123
BD21 1,6108
BD21 2,7238
BD21 3,3975
BD21 4,7455
BD21 5,2658
BD22 0,4515
BD22 6,7769
BD22 7,9157
BD22 8,4317
BD22 9,4423
BD23 1,5966
BD23 2,8441
BD23 3,4146
BD23 4,3609
BD23 5,3523
BD23 6,3971
BD24 0,2025
BD24 9,3162
BD3  0,9884
BD3  7,7602
BD3  8,9189
BD3  9,7726
BD4  0,6772
BD4  6,7333
BD4  7,4819
BD4  8,6943
BD4  9,5695
BD5  0,7172
BD5  7,6382
BD5  8,7834
BD5  9,10605
BD6  1,9597
BD6  2,7700
BD6  3,13110
BD7  1,6208
BD7  2,11962
BD7  3,8746
BD7  4,8822
BD8  0,8021
BD8  7,6753
BD8  8,6733
BD8  9,10345
BD9  4,9658
BD9  5,11055
BD9  6,8922
BH1  1,2676
BH1  2,1108
BH1  3,6542
BH1  4,9192
BH10 4,4169
BH10 5,7115
BH10 6,5099
BH10 7,3901
BH11 8,9997
BH11 9,10135
BH12 1,6323
BH12 2,8043
BH12 3,8100
BH12 4,8806
BH12 5,4391
BH13 6,4620
BH13 7,3793
BH14 0,7078
BH14 8,9365
BH14 9,7250
BH15 1,6244
BH15 2,6141
BH15 3,11403
BH15 4,9632
BH16 5,11069
BH16 6,4942
BH17 7,9003
BH17 8,7609
BH17 9,6626
BH18 8,4704
BH18 9,6548
BH19 1,4122
BH19 2,5586
BH19 3,1936
BH2  5,4529
BH2  6,3908
BH20 4,5557
BH20 5,3984
BH20 6,6019
BH20 7,4615
BH21 1,10548
BH21 2,9108
BH21 3,10796
BH21 4,2244
BH21 5,2433
BH21 6,1508
BH21 7,3855
BH21 8,526
BH22 0,7645
BH22 8,10977
BH22 9,8467
BH23 1,5654
BH23 2,12190
BH23 3,8990
BH23 4,9795
BH23 5,6925
BH23 6,505
BH23 7,4535
BH23 8,4810
BH24 1,10590
BH24 2,6935
BH24 3,4933
BH24 4,1398
BH25 5,12490
BH25 6,6672
BH25 7,6842
BH3  7,5804
BH31 6,10282
BH31 7,3227
BH4  8,5382
BH4  9,4103
BH5  1,6454
BH5  2,4917
BH6  3,9144
BH6  4,3657
BH6  5,9645
BH7  6,8220
BH7  7,3730
BH8  0,7389
BH8  8,12772
BH8  9,8167
BH9  1,12835
BH9  2,8977
BH9  3,10160
BL0  0,5637
BL0  9,12314
BL1  1,417
BL1  2,4289
BL1  3,10029
BL1  4,9195
BL1  5,12287
BL1  6,8737
BL1  7,8467
BL1  8,11087
BL2  1,3966
BL2  2,8496
BL2  3,8621
BL2  4,4760
BL2  5,9416
BL2  6,10782
BL3  1,12453
BL3  2,9513
BL3  3,15033
BL3  4,14403
BL3  5,8063
BL3  6,5530
BL4  0,10292
BL4  7,6849
BL4  8,8217
BL4  9,8465
BL5  1,2693
BL5  2,12676
BL5  3,11972
BL6  4,6062
BL6  5,10183
BL6  6,6965
BL6  7,6544
BL7  0,3214
BL7  8,693
BL7  9,11216
BL8  1,12895
BL8  2,10460
BL8  3,8379
BL8  4,4461
BL9  0,2554
BL9  5,6763
BL9  6,8834
BL9  7,10075
BL9  8,9514
BL9  9,11020
BN1  1,2025
BN1  2,5001
BN1  3,10357
BN1  4,8907
BN1  5,10263
BN1  6,17359
BN1  7,8516
BN1  8,14651
BN1  9,8640
BN10 7,9228
BN10 8,9559
BN11 1,4679
BN11 2,9167
BN11 3,4246
BN11 4,9056
BN11 5,6500
BN12 4,7894
BN12 5,4463
BN12 6,7993
BN13 1,8227
BN13 2,10629
BN13 3,8986
BN14 0,5803
BN14 7,10899
BN14 8,6850
BN14 9,7527
BN15 0,8580
BN15 8,7888
BN15 9,11208
BN16 1,6700
BN16 2,6997
BN16 3,8150
BN16 4,6802
BN17 5,6566
BN17 6,13824
BN17 7,8217
BN18 0,8696
BN18 9,4922
BN2  0,7044
BN2  1,10235
BN2  3,12525
BN2  4,16364
BN2  5,12974
BN2  6,9902
BN2  7,4423
BN2  8,8657
BN2  9,11655
BN20 0,1638
BN20 7,5927
BN20 8,8424
BN20 9,5194
BN21 1,7020
BN21 2,9151
BN21 3,5567
BN21 4,4323
BN22 0,9585
BN22 7,4826
BN22 8,10471
BN22 9,7723
BN23 5,6343
BN23 6,6789
BN23 7,7326
BN23 8,8158
BN24 5,6325
BN24 6,3070
BN25 1,4718
BN25 2,7335
BN25 3,8936
BN25 4,2842
BN26 5,6366
BN26 6,5186
BN27 1,6288
BN27 2,5230
BN27 3,11115
BN27 4,4509
BN3  1,10557
BN3  2,6945
BN3  3,12766
BN3  4,7862
BN3  5,12072
BN3  6,11627
BN3  7,10483
BN3  8,8087
BN41 1,6630
BN41 2,14519
BN42 4,10103
BN43 5,11428
BN43 6,11315
BN44 3,10238
BN45 7,675
BN5  9,7185
BN6  8,8781
BN6  9,8813
BN7  1,8766
BN7  2,8426
BN7  3,4233
BN8  4,6035
BN8  5,6189
BN8  6,4266
BN9  0,3975
BN9  9,9652
BR1  1,479
BR1  2,11903
BR1  3,12831
BR1  4,14362
BR1  5,17386
BR2  0,11850
BR2  6,2358
BR2  7,9195
BR2  8,10847
BR2  9,11091
BR3  1,9087
BR3  3,13206
BR3  4,13018
BR3  5,6848
BR3  6,5693
BR4  0,9159
BR4  9,10039
BR5  1,11960
BR5  2,12982
BR5  3,10725
BR5  4,10555
BR6  0,9550
BR6  6,6721
BR6  7,7978
BR6  8,8317
BR6  9,14786
BR7  5,6684
BR7  6,10809
BR8  7,15051
BR8  8,7167
BS1  1,1222
BS1  2,548
BS1  3,2392
BS1  4,533
BS1  5,3191
BS1  6,4233
BS10 5,9606
BS10 6,10337
BS10 7,7970
BS11 0,9681
BS11 9,7866
BS13 0,7626
BS13 7,8408
BS13 8,7421
BS13 9,6459
BS14 0,8965
BS14 8,7851
BS14 9,11653
BS15 1,12069
BS15 3,8910
BS15 4,11228
BS15 8,7455
BS15 9,8192
BS16 1,12308
BS16 2,9176
BS16 3,6930
BS16 4,9283
BS16 5,10110
BS16 6,10716
BS16 7,7968
BS16 9,10263
BS2  0,2951
BS2  8,6019
BS2  9,6801
BS20 0,4882
BS20 6,8054
BS20 7,11489
BS20 8,5911
BS21 5,4915
BS21 6,9026
BS21 7,9602
BS22 6,8068
BS22 7,10455
BS22 8,10717
BS22 9,8620
BS23 1,4994
BS23 2,9297
BS23 3,12350
BS23 4,7732
BS24 0,2061
BS24 6,363
BS24 7,8398
BS24 8,2190
BS24 9,6037
BS25 1,4667
BS25 5,1634
BS26 2,5183
BS27 3,7159
BS28 4,3354
BS29 6,2951
BS3  1,8990
BS3  2,6133
BS3  3,6225
BS3  4,7724
BS3  5,8098
BS30 5,5096
BS30 6,3547
BS30 7,3706
BS30 8,10410
BS30 9,7938
BS31 1,7529
BS31 2,8575
BS31 3,4117
BS32 0,7455
BS32 4,4428
BS32 8,8447
BS32 9,4703
BS34 5,8212
BS34 6,6365
BS34 7,7135
BS34 8,8408
BS35 1,6682
BS35 2,6508
BS35 3,3092
BS35 4,4942
BS35 5,656
BS36 1,6312
BS36 2,9303
BS37 4,8192
BS37 5,7809
BS37 6,8115
BS37 7,7030
BS37 8,6524
BS37 9,815
BS39 4,2621
BS39 5,4613
BS39 6,3037
BS39 7,5360
BS4  1,13107
BS4  2,10059
BS4  3,8954
BS4  4,12520
BS4  5,3853
BS40 5,4546
BS40 6,2273
BS40 7,1587
BS40 8,3875
BS40 9,643
BS41 8,837
BS41 9,5312
BS48 1,5599
BS48 2,6924
BS48 3,5599
BS48 4,5546
BS49 4,8548
BS49 5,3535
BS5  0,8841
BS5  6,13328
BS5  7,11041
BS5  8,9694
BS5  9,10023
BS6  5,10848
BS6  6,13089
BS6  7,10121
BS7  0,15583
BS7  8,10371
BS7  9,15436
BS8  1,4923
BS8  2,7328
BS8  3,5251
BS8  4,8890
BS9  1,8475
BS9  2,6674
BS9  3,8635
BS9  4,7514
CA1  1,2242
CA1  2,11228
CA1  3,11060
CA10 1,5821
CA10 2,3322
CA10 3,4630
CA11 0,4464
CA11 7,3600
CA11 8,7995
CA11 9,6547
CA12 4,4810
CA12 5,3304
CA13 0,8693
CA13 9,6480
CA14 1,8528
CA14 2,5106
CA14 3,8594
CA14 4,6590
CA14 5,7378
CA15 6,4519
CA15 7,6847
CA15 8,5033
CA16 6,6243
CA17 4,4927
CA18 1,330
CA19 1,1080
CA2  4,10440
CA2  5,7662
CA2  6,9336
CA2  7,12437
CA20 1,3391
CA21 2,1027
CA22 2,8986
CA23 3,1439
CA24 3,1280
CA25 5,6251
CA26 3,3910
CA27 0,1662
CA28 6,9998
CA28 7,2828
CA28 8,8909
CA28 9,7174
CA3  0,6134
CA3  8,333
CA3  9,7702
CA4  0,3233
CA4  8,5693
CA4  9,858
CA5  6,3857
CA5  7,3335
CA6  4,4243
CA6  5,3372
CA6  6,1577
CA7  0,1728
CA7  1,1464
CA7  2,2720
CA7  3,2973
CA7  4,4132
CA7  5,1953
CA7  8,1913
CA7  9,5895
CA8  1,4797
CA8  2,1932
CA8  7,1447
CA8  9,2250
CA9  3,2110
CB1  1,3683
CB1  2,7687
CB1  3,18704
CB1  7,4444
CB1  8,5718
CB1  9,9548
CB10 1,4661
CB10 2,8986
CB11 3,9743
CB11 4,8506
CB2  0,1185
CB2  1,7643
CB2  3,2307
CB2  7,499
CB2  8,3917
CB2  9,3187
CB21 4,8599
CB21 5,5618
CB21 6,1581
CB22 3,7851
CB22 4,4359
CB22 5,7701
CB22 6,1244
CB22 7,3134
CB23 1,2684
CB23 2,1983
CB23 3,3490
CB23 4,1093
CB23 5,2363
CB23 6,5914
CB23 7,8604
CB23 8,5096
CB24 3,4230
CB24 4,3355
CB24 5,6953
CB24 6,4297
CB24 8,6615
CB24 9,7954
CB25 0,8308
CB25 9,10160
CB3  0,8835
CB3  9,7617
CB4  1,16065
CB4  2,14540
CB4  3,11762
CB5  8,11159
CB6  1,12561
CB6  2,12075
CB6  3,14169
CB7  4,8715
CB7  5,18199
CB8  0,9784
CB8  7,6560
CB8  8,9261
CB8  9,8006
CB9  0,8464
CB9  7,9879
CB9  8,6144
CB9  9,8750
CH1  1,910
CH1  2,959
CH1  3,3673
CH1  4,6807
CH1  5,13557
CH1  6,4992
CH2  1,9486
CH2  2,7791
CH2  3,9747
CH2  4,7679
CH3  5,12392
CH3  6,4886
CH3  7,6948
CH3  8,4035
CH3  9,4104
CH4  0,10347
CH4  7,7128
CH4  8,11602
CH4  9,3578
CH41 0,3677
CH41 1,530
CH41 2,2975
CH41 3,1300
CH41 4,3026
CH41 5,746
CH41 6,147
CH41 7,2265
CH41 8,2556
CH41 9,1645
CH42 0,2742
CH42 1,3378
CH42 2,2233
CH42 3,2669
CH42 4,3974
CH42 5,3107
CH42 6,4450
CH42 7,2332
CH42 8,2549
CH42 9,3962
CH43 0,5471
CH43 1,2780
CH43 2,4426
CH43 3,2624
CH43 4,2898
CH43 5,3613
CH43 6,1736
CH43 7,5806
CH43 8,1748
CH43 9,8243
CH44 0,3145
CH44 1,2794
CH44 2,2796
CH44 3,2496
CH44 4,4394
CH44 5,3103
CH44 6,2609
CH44 7,1827
CH44 8,3214
CH44 9,3862
CH45 0,1693
CH45 1,2817
CH45 2,2559
CH45 3,2577
CH45 4,3923
CH45 5,4900
CH45 6,2537
CH45 7,3505
CH45 8,4548
CH45 9,2134
CH46 0,3739
CH46 1,2785
CH46 2,2729
CH46 3,1855
CH46 5,527
CH46 6,5432
CH46 7,2694
CH46 8,3067
CH46 9,2931
CH47 0,634
CH47 1,671
CH47 2,2125
CH47 3,2330
CH47 4,943
CH47 5,796
CH47 6,926
CH47 7,1257
CH47 9,1341
CH48 0,1782
CH48 1,909
CH48 2,1381
CH48 3,1395
CH48 4,820
CH48 5,2724
CH48 6,2111
CH48 7,623
CH48 8,1315
CH48 9,2306
CH49 0,1765
CH49 1,2479
CH49 2,3704
CH49 3,3330
CH49 4,5155
CH49 5,1573
CH49 6,4130
CH49 7,2311
CH49 8,2729
CH49 9,1912
CH5  1,8672
CH5  2,7367
CH5  3,9999
CH5  4,16962
CH6  5,13335
CH6  6,3975
CH60 0,1294
CH60 1,1912
CH60 2,1526
CH60 3,1028
CH60 4,798
CH60 5,1948
CH60 6,1281
CH60 7,1227
CH60 8,980
CH60 9,1226
CH61 0,502
CH61 1,1232
CH61 2,625
CH61 3,1592
CH61 4,2899
CH61 5,2627
CH61 6,2432
CH61 7,1943
CH61 8,2178
CH61 9,1746
CH62 0,1106
CH62 1,3165
CH62 2,3573
CH62 3,1174
CH62 4,1910
CH62 5,2357
CH62 6,3962
CH62 7,3491
CH62 8,4916
CH62 9,3391
CH63 0,4680
CH63 1,309
CH63 2,5058
CH63 3,4430
CH63 4,330
CH63 5,4166
CH63 6,538
CH63 7,3980
CH63 8,3009
CH63 9,4431
CH64 0,2906
CH64 1,1444
CH64 2,1209
CH64 3,2019
CH64 4,2786
CH64 5,932
CH64 6,2960
CH64 7,294
CH64 8,153
CH64 9,4422
CH65 0,1188
CH65 2,2616
CH65 3,1150
CH65 4,886
CH65 5,3422
CH65 6,3230
CH65 7,3699
CH65 8,4740
CH65 9,5726
CH66 1,6122
CH66 2,12946
CH66 3,6144
CH66 4,8679
CH66 5,1014
CH66 6,389
CH66 7,188
CH7  1,10170
CH7  2,9655
CH7  3,6319
CH7  4,6129
CH7  5,6714
CH7  6,11637
CH8  7,9240
CH8  8,6268
CH8  9,5400
CM0  7,8425
CM0  8,7757
CM1  1,3622
CM1  2,16164
CM1  3,8622
CM1  4,13261
CM1  6,13493
CM1  7,8402
CM11 1,7317
CM11 2,11896
CM12 0,12472
CM12 9,7572
CM13 1,8477
CM13 2,10350
CM13 3,5940
CM14 4,10654
CM14 5,9312
CM15 0,8933
CM15 8,5823
CM15 9,8910
CM16 4,3728
CM16 5,3550
CM16 6,8124
CM16 7,6938
CM17 0,6935
CM17 9,14599
CM18 6,13003
CM18 7,11695
CM19 4,10962
CM19 5,8058
CM2  0,5357
CM2  6,15163
CM2  7,8517
CM2  8,15048
CM2  9,14817
CM20 1,6441
CM20 2,4057
CM20 3,11139
CM21 0,4356
CM21 9,6602
CM22 6,6916
CM22 7,6463
CM23 1,1568
CM23 2,7344
CM23 3,9441
CM23 4,13498
CM23 5,9215
CM24 8,6743
CM3  1,5676
CM3  2,5490
CM3  3,4967
CM3  4,9345
CM3  5,15061
CM3  6,9501
CM3  7,1575
CM3  8,3094
CM4  0,4625
CM4  9,5668
CM5  0,5462
CM5  9,5237
CM6  1,11821
CM6  2,6313
CM6  3,7330
CM7  1,9405
CM7  2,5590
CM7  3,11142
CM7  4,4277
CM7  5,9517
CM7  9,9355
CM77 6,2674
CM77 7,7534
CM77 8,5356
CM8  1,14146
CM8  2,12018
CM8  3,7009
CM9  4,8995
CM9  5,4312
CM9  6,11495
CM9  8,9096
CO1  1,4722
CO1  2,10433
CO10 0,13526
CO10 1,8412
CO10 2,4458
CO10 5,2287
CO10 7,6510
CO10 8,5416
CO10 9,6234
CO11 1,5705
CO11 2,7389
CO12 3,7052
CO12 4,11390
CO12 5,4021
CO13 0,8198
CO13 9,4046
CO14 8,6810
CO15 1,7313
CO15 2,6565
CO15 3,8719
CO15 4,8207
CO15 5,6816
CO15 6,5911
CO16 0,3070
CO16 7,4973
CO16 8,11041
CO16 9,5381
CO2  0,4530
CO2  7,9359
CO2  8,12815
CO2  9,8802
CO3  0,7767
CO3  3,8091
CO3  4,6736
CO3  8,836
CO3  9,4998
CO4  0,7310
CO4  3,18188
CO4  5,14165
CO4  9,8875
CO5  0,9985
CO5  7,4556
CO5  8,7532
CO5  9,6439
CO6  1,9801
CO6  2,6355
CO6  3,6253
CO6  4,5944
CO6  5,859
CO7  0,8166
CO7  6,6028
CO7  7,5547
CO7  8,5855
CO7  9,7722
CO8  5,2327
CO9  1,9503
CO9  2,6111
CO9  3,5678
CO9  4,4248
CR0  0,18490
CR0  1,9074
CR0  2,19605
CR0  3,18964
CR0  4,16970
CR0  5,10833
